communityname,state,countyCode,communityCode,fold,population,householdsize,racepctblack,racePctWhite,racePctAsian,racePctHisp,agePct12t21,agePct12t29,agePct16t24,agePct65up,numbUrban,pctUrban,medIncome,pctWWage,pctWFarmSelf,pctWInvInc,pctWSocSec,pctWPubAsst,pctWRetire,medFamInc,perCapInc,whitePerCap,blackPerCap,indianPerCap,AsianPerCap,OtherPerCap,HispPerCap,NumUnderPov,PctPopUnderPov,PctLess9thGrade,PctNotHSGrad,PctBSorMore,PctUnemployed,PctEmploy,PctEmplManu,PctEmplProfServ,PctOccupManu,PctOccupMgmtProf,MalePctDivorce,MalePctNevMarr,FemalePctDiv,TotalPctDiv,PersPerFam,PctFam2Par,PctKids2Par,PctYoungKids2Par,PctTeen2Par,PctWorkMomYoungKids,PctWorkMom,NumKidsBornNeverMar,PctKidsBornNeverMar,NumImmig,PctImmigRecent,PctImmigRec5,PctImmigRec8,PctImmigRec10,PctRecentImmig,PctRecImmig5,PctRecImmig8,PctRecImmig10,PctSpeakEnglOnly,PctNotSpeakEnglWell,PctLargHouseFam,PctLargHouseOccup,PersPerOccupHous,PersPerOwnOccHous,PersPerRentOccHous,PctPersOwnOccup,PctPersDenseHous,PctHousLess3BR,MedNumBR,HousVacant,PctHousOccup,PctHousOwnOcc,PctVacantBoarded,PctVacMore6Mos,MedYrHousBuilt,PctHousNoPhone,PctWOFullPlumb,OwnOccLowQuart,OwnOccMedVal,OwnOccHiQuart,OwnOccQrange,RentLowQ,RentMedian,RentHighQ,RentQrange,MedRent,MedRentPctHousInc,MedOwnCostPctInc,MedOwnCostPctIncNoMtg,NumInShelters,NumStreet,PctForeignBorn,PctBornSameState,PctSameHouse85,PctSameCity85,PctSameState85,LemasSwornFT,LemasSwFTPerPop,LemasSwFTFieldOps,LemasSwFTFieldPerPop,LemasTotalReq,LemasTotReqPerPop,PolicReqPerOffic,PolicPerPop,RacialMatchCommPol,PctPolicWhite,PctPolicBlack,PctPolicHisp,PctPolicAsian,PctPolicMinor,OfficAssgnDrugUnits,NumKindsDrugsSeiz,PolicAveOTWorked,LandArea,PopDens,PctUsePubTrans,PolicCars,PolicOperBudg,LemasPctPolicOnPatr,LemasGangUnitDeploy,LemasPctOfficDrugUn,PolicBudgPerPop,murders,murdPerPop,rapes,rapesPerPop,robberies,robbbPerPop,assaults,assaultPerPop,burglaries,burglPerPop,larcenies,larcPerPop,autoTheft,autoTheftPerPop,arsons,arsonsPerPop,ViolentCrimesPerPop,nonViolPerPop
cat498.0,cat1.0,39.0,15640.0,3.0,22633.0,2.77,3.04,95.25,1.46,2.4,11.05,22.35,10.37,14.01,22624.0,100.0,54469.0,83.67,0.23,67.36,30.75,1.52,19.72,60659.0,22675.0,22938.0,17816.0,7511.0,15337.0,21452.0,17969.0,559.0,2.51,4.38,12.62,33.75,2.57,67.99,15.35,24.41,7.35,37.05,4.69,28.08,7.61,6.24,3.13,86.62,85.12,97.84,82.75,57.14,70.47,161.0,1.02,1727.0,5.5,8.34,11.64,15.4,0.42,0.64,0.89,1.18,89.52,0.88,3.71,2.92,2.73,2.87,2.1,86.09,0.64,24.49,3.0,233.0,97.23,81.91,0.86,42.49,1946.0,0.58,0.73,174100.0,201000.0,244200.0,70100.0,535.0,694.0,862.0,327.0,770.0,26.4,23.0,13.6,0.0,0.0,7.63,66.96,70.01,86.05,92.79,129.0,118.95,111.0,112.34,85393.0,135183.3,367.0,128.6,81.68,92.74,1.81,19.76,0.17,9.65,8.0,13.0,92.7,5.0,4533.9,8.46,644.0,1.1688362E7,96.85,10.0,0.0,138001.09,0.0,0.0,2.0,8.61,6.0,25.84,16.0,68.9,70.0,301.43,437.0,1881.76,45.0,193.77,1.0,4.31,103.35,2381.26
cat499.0,cat11.0,31.0,47600.0,3.0,20570.0,2.77,9.5,69.05,7.39,23.22,12.51,22.42,10.59,18.92,0.0,0.0,22514.0,58.21,0.35,34.15,43.36,18.38,24.93,27171.0,11194.0,13075.0,8946.0,6205.0,4232.0,7255.0,6681.0,3406.0,16.86,13.25,36.72,9.8,10.81,42.67,11.81,20.94,17.09,17.2,10.78,25.01,14.06,12.51,3.19,65.94,62.07,71.03,78.93,42.92,55.76,722.0,3.86,2875.0,19.34,28.31,34.61,48.63,2.7,3.96,4.84,6.8,75.33,7.18,10.1,7.35,2.72,2.48,3.18,59.68,12.0,63.09,2.0,847.0,89.77,65.46,3.07,29.04,1968.0,6.94,0.36,66700.0,90300.0,127400.0,60700.0,301.0,396.0,484.0,183.0,471.0,30.2,23.8,12.7,36.0,0.0,13.98,44.76,41.35,68.15,90.3,129.0,118.95,111.0,112.34,85393.0,135183.3,367.0,128.6,81.68,92.74,1.81,19.76,0.17,9.65,8.0,13.0,92.7,19.1,1077.0,0.44,644.0,1.1688362E7,96.85,10.0,0.0,138001.09,5.0,21.21,8.0,33.94,56.0,237.6,142.0,602.49,406.0,1722.6,712.0,3020.92,199.0,844.33,89.0,377.61,895.24,5965.46
cat500.0,cat11.0,31.0,47600.0,3.0,14519.0,3.04,2.69,70.79,1.87,35.94,14.51,26.83,11.88,11.71,0.0,0.0,24649.0,75.39,2.77,28.78,26.45,17.34,12.31,29481.0,11345.0,13122.0,6698.0,8554.0,19559.0,6119.0,6946.0,2780.0,19.4,18.32,36.97,12.11,10.21,54.9,10.71,20.98,16.27,20.1,9.49,26.8,13.89,11.77,3.39,69.37,64.97,69.01,75.58,46.65,61.89,360.0,2.9,2429.0,12.31,16.8,25.65,36.89,2.06,2.81,4.29,6.17,64.45,7.84,9.73,7.42,2.94,2.86,3.06,58.45,13.14,40.59,3.0,298.0,94.12,60.12,0.34,18.46,1969.0,6.2,0.28,84200.0,113500.0,151600.0,67400.0,256.0,331.0,405.0,149.0,410.0,28.9,22.6,12.8,17.0,0.0,16.73,59.19,51.15,76.42,92.99,129.0,118.95,111.0,112.34,85393.0,135183.3,367.0,128.6,81.68,92.74,1.81,19.76,0.17,9.65,8.0,13.0,92.7,7.2,2007.6,0.0,644.0,1.1688362E7,96.85,10.0,0.0,138001.09,0.0,0.0,4.0,22.19,19.0,105.4,274.0,1519.94,216.0,1198.2,793.0,4398.96,73.0,404.95,0.0,0.0,1647.53,6002.11
cat501.0,cat12.0,31.0,47600.0,3.0,12351.0,2.46,8.69,90.79,0.32,0.28,12.99,24.29,11.65,17.5,0.0,0.0,17805.0,64.38,2.43,34.19,37.73,18.36,15.23,24023.0,10786.0,11186.0,6748.0,11413.0,0.0,5600.0,9985.0,2895.0,24.71,31.54,46.73,10.51,9.08,48.33,25.43,23.26,23.39,18.85,9.99,23.47,13.79,12.14,2.94,69.57,65.89,71.7,74.13,51.46,62.94,356.0,3.16,34.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,97.56,0.34,2.32,1.56,2.34,2.43,2.21,60.56,1.38,45.3,3.0,382.0,92.92,58.29,1.05,41.1,1963.0,10.61,0.56,30100.0,43400.0,64500.0,34400.0,124.0,202.0,260.0,136.0,255.0,24.3,17.1,12.1,0.0,0.0,0.28,87.9,51.99,87.78,95.53,129.0,118.95,111.0,112.34,85393.0,135183.3,367.0,128.6,81.68,92.74,1.81,19.76,0.17,9.65,8.0,13.0,92.7,10.9,1131.9,0.18,644.0,1.1688362E7,96.85,10.0,0.0,138001.09,2.0,15.53,0.0,0.0,0.0,0.0,6.0,46.6,29.0,225.24,54.0,419.42,4.0,31.07,0.0,0.0,62.14,675.73
cat502.0,cat22.0,31.0,47600.0,3.0,11643.0,2.72,45.0,50.05,0.41,0.67,19.71,30.85,18.11,14.03,0.0,0.0,16496.0,66.43,0.46,20.17,36.46,20.68,16.37,19678.0,9157.0,12140.0,6061.0,5973.0,1571.0,0.0,2540.0,3157.0,29.39,19.14,40.41,15.11,12.39,48.43,35.67,24.54,25.08,21.82,9.75,39.49,15.13,12.88,3.16,46.92,38.36,52.62,47.1,62.65,69.87,958.0,8.87,147.0,31.97,36.73,40.82,49.66,0.4,0.46,0.52,0.63,95.65,0.7,6.54,4.51,2.52,2.6,2.43,53.84,4.98,51.04,2.0,356.0,92.32,52.18,1.4,38.48,1969.0,12.68,0.37,31400.0,44000.0,66900.0,35500.0,122.0,205.0,294.0,172.0,311.0,31.7,19.6,15.0,0.0,0.0,1.26,76.82,51.69,82.1,88.52,129.0,118.95,111.0,112.34,85393.0,135183.3,367.0,128.6,81.68,92.74,1.81,19.76,0.17,9.65,8.0,13.0,92.7,7.8,1493.5,0.39,644.0,1.1688362E7,96.85,10.0,0.0,138001.09,1.0,7.49,8.0,59.96,28.0,209.85,88.0,659.52,284.0,2128.46,736.0,5516.0,45.0,337.26,14.0,104.92,936.82,8086.64
cat503.0,cat43.0,31.0,47600.0,3.0,10690.0,2.8,1.84,73.12,0.84,33.32,23.73,37.92,24.88,12.16,0.0,0.0,16162.0,72.45,2.33,32.72,33.25,15.35,14.32,19359.0,8375.0,9561.0,5046.0,10050.0,5793.0,4828.0,4876.0,3311.0,34.98,18.62,38.26,21.1,9.67,51.75,6.3,38.74,12.62,25.92,8.71,40.53,13.17,11.07,3.13,65.47,60.66,82.67,48.02,45.05,58.88,184.0,2.16,701.0,18.83,34.81,52.92,61.48,1.23,2.28,3.47,4.03,73.37,3.83,6.72,4.37,2.49,2.59,2.35,59.55,6.34,54.01,2.0,459.0,89.27,57.2,1.96,47.93,1961.0,16.74,0.68,27300.0,39800.0,61600.0,34300.0,169.0,218.0,276.0,107.0,268.0,28.5,19.1,12.9,0.0,0.0,6.56,49.09,41.52,64.66,82.22,129.0,118.95,111.0,112.34,85393.0,135183.3,367.0,128.6,81.68,92.74,1.81,19.76,0.17,9.65,8.0,13.0,92.7,5.2,2066.9,0.0,644.0,1.1688362E7,96.85,10.0,0.0,138001.09,3.0,23.98,5.0,39.97,2.0,15.99,27.0,215.83,195.0,1558.75,228.0,1822.54,11.0,87.93,0.0,0.0,295.76,3469.22
cat504.0,cat0.0,163.0,69420.0,3.0,22897.0,2.92,21.83,76.28,0.66,1.9,17.15,30.43,14.96,6.85,22898.0,100.0,31723.0,83.2,0.26,26.3,21.84,12.05,13.44,34729.0,12008.0,12527.0,10510.0,10924.0,9266.0,5552.0,8352.0,2932.0,12.94,9.34,30.67,5.88,9.6,60.9,31.0,15.26,26.42,11.44,13.33,32.85,15.91,14.65,3.31,65.89,62.21,75.99,70.83,52.04,61.18,853.0,4.72,457.0,2.84,5.03,7.88,7.88,0.06,0.1,0.16,0.16,96.26,0.44,6.9,5.39,2.9,3.05,2.62,67.89,4.16,39.31,3.0,379.0,95.39,64.5,7.12,37.47,1964.0,4.36,0.5,40300.0,49200.0,62000.0,21700.0,233.0,359.0,426.0,193.0,420.0,23.4,15.6,14.4,97.0,2.0,2.0,73.61,59.29,90.73,95.1,129.0,118.95,111.0,112.34,85393.0,135183.3,367.0,128.6,81.68,92.74,1.81,19.76,0.17,9.65,8.0,13.0,92.7,37.2,615.4,0.14,644.0,1.1688362E7,96.85,10.0,0.0,138001.09,3.0,12.98,8.0,70.29,50.0,216.25,148.0,640.11,323.0,1397.0,1147.0,4960.86,423.0,1829.51,11.0,47.58,46.52,8234.94
cat505.0,cat11.0,31.0,47600.0,3.0,24437.0,2.65,5.32,84.02,7.95,7.4,12.55,22.31,9.96,7.51,24437.0,100.0,49660.0,83.75,0.8,49.44,17.08,5.31,17.6,56735.0,20663.0,21312.0,18319.0,14414.0,16181.0,19491.0,14889.0,1323.0,5.43,2.81,9.59,32.62,4.19,71.26,12.39,23.8,8.19,35.88,11.39,24.76,15.1,13.3,3.1,77.42,76.13,85.46,72.41,58.59,70.45,280.0,1.83,2271.0,8.5,17.17,20.17,27.83,0.79,1.6,1.87,2.59,88.27,1.17,3.67,2.7,2.65,2.79,2.32,73.87,2.66,38.88,3.0,379.0,96.05,70.13,1.06,13.98,1978.0,1.38,0.26,156300.0,202500.0,248800.0,92500.0,473.0,599.0,778.0,305.0,672.0,27.8,26.2,11.3,0.0,0.0,9.29,53.0,41.99,63.73,88.06,129.0,118.95,111.0,112.34,85393.0,135183.3,367.0,128.6,81.68,92.74,1.81,19.76,0.17,9.65,8.0,13.0,92.7,13.2,1844.6,3.11,644.0,1.1688362E7,96.85,10.0,0.0,138001.09,0.0,0.0,8.0,29.45,21.0,77.32,42.0,154.63,313.0,1152.39,605.0,2227.46,81.0,298.22,6.0,22.09,261.4,3700.16
cat506.0,cat1.0,5.0,45120.0,3.0,20526.0,3.0,0.42,98.11,1.14,0.97,15.71,24.16,12.75,7.98,15808.0,77.01,59834.0,86.33,0.9,60.09,20.78,1.58,15.02,64144.0,24583.0,24794.0,21440.0,17665.0,13678.0,7111.0,11840.0,465.0,2.3,3.35,9.61,40.97,4.36,65.98,13.7,28.31,5.79,44.05,5.18,26.79,7.61,6.45,3.32,88.78,88.01,92.59,84.43,46.58,62.67,80.0,0.57,711.0,2.95,7.45,9.85,10.69,0.1,0.26,0.34,0.37,94.73,0.41,4.46,3.65,2.96,3.16,2.05,87.02,0.55,20.19,3.0,268.0,96.23,81.31,1.49,42.91,1974.0,0.47,0.0,154800.0,198000.0,261800.0,107000.0,538.0,655.0,1001.0,463.0,804.0,26.6,23.1,13.2,0.0,0.0,3.46,47.1,61.42,79.86,89.29,129.0,118.95,111.0,112.34,85393.0,135183.3,367.0,128.6,81.68,92.74,1.81,19.76,0.17,9.65,8.0,13.0,92.7,40.7,503.9,2.02,644.0,1.1688362E7,96.85,10.0,0.0,138001.09,2.0,9.52,3.0,14.28,5.0,23.8,14.0,66.63,88.0,418.83,313.0,1489.7,11.0,52.35,3.0,14.28,114.23,1975.16
cat507.0,cat10.0,31.0,47600.0,3.0,14870.0,2.73,5.14,86.58,1.02,12.31,14.36,26.34,12.69,14.45,0.0,0.0,19456.0,69.57,0.95,29.23,35.8,10.95,16.38,22487.0,9017.0,9307.0,6090.0,7713.0,23137.0,6111.0,6131.0,3263.0,23.17,15.47,37.38,11.25,9.68,49.91,27.11,22.3,21.63,20.31,13.86,22.46,14.9,14.39,3.11,71.73,64.87,74.77,74.59,49.06,62.07,339.0,2.67,635.0,10.55,19.06,25.67,42.52,0.45,0.81,1.1,1.82,88.53,1.41,5.93,4.26,2.59,2.52,2.74,63.79,5.62,46.83,3.0,812.0,87.02,65.69,5.67,57.27,1962.0,15.77,0.64,21900.0,36600.0,55600.0,33700.0,165.0,229.0,310.0,145.0,329.0,26.3,21.1,14.2,0.0,0.0,4.28,72.05,49.07,79.16,93.38,129.0,118.95,111.0,112.34,85393.0,135183.3,367.0,128.6,81.68,92.74,1.81,19.76,0.17,9.65,8.0,13.0,92.7,21.1,705.5,0.69,644.0,1.1688362E7,96.85,10.0,0.0,138001.09,1.0,6.7,11.0,73.71,3.0,20.1,87.0,582.95,180.0,1206.11,446.0,2988.47,46.0,308.23,25.0,167.52,683.46,4670.33
cat508.0,cat11.0,31.0,47600.0,3.0,82106.0,2.91,2.0,40.85,38.14,36.08,14.0,30.72,14.87,11.07,82106.0,100.0,31368.0,79.08,0.31,37.86,21.03,11.58,11.72,34170.0,13436.0,16318.0,15499.0,11775.0,11253.0,11370.0,11735.0,11819.0,14.75,14.56,27.91,22.92,6.05,59.34,15.91,22.38,12.48,27.7,8.03,38.82,12.06,10.17,3.4,71.03,67.3,78.12,71.33,56.64,62.64,2600.0,4.63,38514.0,19.06,28.82,43.59,57.86,8.94,13.52,20.45,27.14,36.23,17.72,11.37,7.87,2.83,2.94,2.76,42.08,21.45,73.24,2.0,1365.0,95.39,40.59,2.93,20.29,1955.0,2.02,0.51,178200.0,231000.0,286900.0,108700.0,483.0,587.0,702.0,219.0,636.0,28.4,25.4,11.4,53.0,1.0,46.91,36.62,41.72,79.52,83.52,129.0,118.95,111.0,112.34,85393.0,135183.3,367.0,128.6,81.68,92.74,1.81,19.76,0.17,9.65,8.0,13.0,92.7,7.9,10393.2,5.99,644.0,1.1688362E7,96.85,10.0,0.0,138001.09,3.0,3.54,19.0,22.4,311.0,366.59,129.0,152.06,894.0,1053.81,1720.0,2027.47,799.0,941.83,33.0,38.9,544.59,4062.0
cat509.0,cat8.0,31.0,47600.0,3.0,36322.0,2.47,6.2,93.17,0.26,0.49,13.3,25.89,12.42,14.62,36322.0,100.0,23933.0,74.23,0.45,38.78,31.56,9.07,18.59,27421.0,11781.0,12119.0,6769.0,9548.0,13202.0,7798.0,6613.0,5477.0,15.48,13.67,31.74,12.92,6.96,58.25,21.39,23.71,19.43,22.85,12.96,26.45,17.35,15.36,2.95,63.66,59.35,72.48,63.21,63.28,70.64,887.0,3.0,351.0,8.26,23.36,34.47,37.04,0.08,0.23,0.33,0.36,97.05,0.29,3.26,2.25,2.41,2.52,2.26,61.93,1.91,54.08,2.0,902.0,94.22,59.32,1.33,35.59,1955.0,8.35,0.23,34900.0,48100.0,65900.0,31000.0,176.0,268.0,359.0,183.0,348.0,25.4,17.1,12.6,16.0,0.0,0.97,61.42,53.72,80.0,89.5,129.0,118.95,111.0,112.34,85393.0,135183.3,367.0,128.6,81.68,92.74,1.81,19.76,0.17,9.65,8.0,13.0,92.7,13.8,2625.2,1.2,644.0,1.1688362E7,96.85,10.0,0.0,138001.09,1.0,2.61,14.0,36.6,21.0,54.89,454.0,1186.74,187.0,488.81,1407.0,3677.85,116.0,303.22,35.0,91.49,1280.84,4561.38
cat510.0,cat42.0,31.0,47600.0,3.0,33187.0,2.36,33.04,64.94,1.34,1.46,12.1,27.72,13.38,11.08,33187.0,100.0,35516.0,81.75,0.75,41.03,22.19,6.75,18.64,41012.0,18358.0,23648.0,8523.0,22667.0,11771.0,6984.0,10856.0,3966.0,12.12,6.94,19.83,32.79,5.37,68.93,5.8,28.16,6.66,36.47,13.43,37.71,17.38,15.58,2.97,54.67,47.6,66.45,55.13,68.07,76.75,2397.0,9.73,1215.0,13.74,20.49,31.28,33.17,0.5,0.75,1.15,1.21,94.05,0.75,4.75,2.82,2.33,2.39,2.27,49.08,3.16,50.26,2.0,1191.0,92.19,47.76,14.95,24.77,1965.0,4.62,0.22,99400.0,138500.0,193300.0,93900.0,368.0,533.0,672.0,304.0,602.0,27.1,21.0,13.3,10.0,2.0,3.66,56.32,47.02,78.1,83.77,129.0,118.95,111.0,112.34,85393.0,135183.3,367.0,128.6,81.68,92.74,1.81,19.76,0.17,9.65,8.0,13.0,92.7,6.6,5063.6,5.05,644.0,1.1688362E7,96.85,10.0,0.0,138001.09,4.0,11.29,26.0,73.4,201.0,567.46,275.0,776.38,552.0,1558.4,1559.0,4401.34,143.0,403.72,75.0,211.74,1428.53,6575.2
cat511.0,cat27.0,127.0,86925.0,3.0,10170.0,3.05,1.92,95.28,1.7,1.9,39.15,60.14,52.32,7.42,0.0,0.0,19635.0,79.36,1.14,59.01,23.02,3.1,12.52,36011.0,9190.0,9328.0,3018.0,14411.0,8747.0,8804.0,9004.0,2631.0,32.74,8.13,17.41,36.12,4.36,58.45,11.5,33.09,12.39,28.47,3.46,68.4,5.02,4.28,2.99,75.5,76.55,88.54,96.19,69.88,78.64,63.0,1.43,314.0,29.3,38.54,43.63,43.63,0.9,1.19,1.35,1.35,94.11,0.86,4.53,2.49,2.43,2.64,2.31,39.76,4.83,58.96,2.0,156.0,95.53,36.6,2.56,25.0,1961.0,0.87,0.0,45800.0,60300.0,76300.0,30500.0,212.0,317.0,429.0,217.0,360.0,31.0,18.3,11.9,14.0,0.0,3.09,74.36,31.75,43.86,92.55,129.0,118.95,111.0,112.34,85393.0,135183.3,367.0,128.6,81.68,92.74,1.81,19.76,0.17,9.65,8.0,13.0,92.7,4.0,2566.9,0.37,644.0,1.1688362E7,96.85,10.0,0.0,138001.09,0.0,0.0,8.0,58.06,2.0,14.51,9.0,65.32,39.0,283.04,305.0,2213.51,10.0,72.57,3.0,21.77,137.89,2590.9
cat512.0,cat25.0,31.0,47600.0,3.0,10322.0,2.45,26.53,72.89,0.15,0.78,12.24,25.16,12.5,17.39,10322.0,100.0,18049.0,69.31,0.54,21.03,38.51,11.2,13.65,22957.0,9559.0,10704.0,6456.0,0.0,4565.0,38392.0,8937.0,2008.0,19.85,26.95,52.39,9.22,6.47,54.86,32.15,13.37,28.46,14.66,10.32,29.84,14.46,12.65,2.99,58.64,53.15,65.6,60.71,63.57,65.8,528.0,5.79,53.0,22.64,33.96,43.4,43.4,0.12,0.17,0.22,0.22,97.43,0.54,4.51,3.02,2.4,2.37,2.45,55.34,4.25,62.46,2.0,295.0,93.45,56.17,2.03,34.24,1958.0,15.46,0.16,29700.0,42800.0,62700.0,33000.0,141.0,212.0,279.0,138.0,309.0,27.2,19.8,14.7,0.0,0.0,0.51,79.61,56.9,77.81,92.14,129.0,118.95,111.0,112.34,85393.0,135183.3,367.0,128.6,81.68,92.74,1.81,19.76,0.17,9.65,8.0,13.0,92.7,5.2,2003.5,0.0,644.0,1.1688362E7,96.85,10.0,0.0,138001.09,2.0,16.62,3.0,24.93,36.0,299.15,119.0,988.86,155.0,1288.02,495.0,4113.35,33.0,274.22,0.0,0.0,1329.57,5675.59
cat513.0,cat1.0,13.0,46380.0,3.0,18630.0,2.7,1.2,93.59,4.94,1.67,11.8,20.64,9.94,15.09,18630.0,100.0,83275.0,80.91,0.5,76.81,29.27,2.17,15.57,102529.0,52621.0,54572.0,17442.0,0.0,26403.0,27611.0,38134.0,359.0,1.94,3.17,7.27,60.94,2.25,62.44,8.72,33.93,2.04,56.1,3.8,25.54,6.26,5.1,3.06,89.7,89.53,98.86,87.22,45.55,55.46,72.0,0.53,2477.0,11.51,17.12,20.79,27.49,1.53,2.28,2.76,3.66,83.99,1.23,3.16,2.48,2.68,2.85,1.92,86.96,0.54,20.15,3.0,199.0,97.2,81.76,1.51,37.69,1947.0,0.17,0.24,264600.0,382300.0,500001.0,235401.0,639.0,792.0,979.0,340.0,849.0,27.1,19.8,12.8,9.0,0.0,13.3,44.14,66.9,80.27,85.71,129.0,118.95,111.0,112.34,85393.0,135183.3,367.0,128.6,81.68,92.74,1.81,19.76,0.17,9.65,8.0,13.0,92.7,9.7,1915.8,17.53,644.0,1.1688362E7,96.85,10.0,0.0,138001.09,0.0,0.0,1.0,5.29,14.0,74.04,7.0,37.02,111.0,587.02,439.0,2321.65,131.0,692.79,0.0,0.0,116.35,3601.46
cat514.0,cat35.0,3.0,74300.0,3.0,85427.0,2.55,0.79,97.97,0.83,0.99,12.1,24.16,11.21,15.12,85427.0,100.0,35786.0,77.18,0.36,48.16,32.68,5.3,20.85,42120.0,16371.0,16393.0,13614.0,11080.0,18571.0,10244.0,15803.0,4078.0,4.84,6.04,22.18,21.26,5.44,63.59,19.95,23.88,12.08,27.59,7.91,28.01,10.64,9.37,3.08,81.43,79.06,91.95,76.32,64.43,72.52,768.0,1.18,3610.0,4.6,7.92,10.53,14.24,0.19,0.33,0.44,0.6,93.52,0.67,3.67,2.57,2.52,2.73,1.91,80.58,1.06,44.43,3.0,1704.0,95.15,74.41,2.23,36.85,1958.0,0.95,0.3,96900.0,116600.0,142700.0,45800.0,324.0,511.0,629.0,305.0,570.0,27.3,22.7,14.1,0.0,0.0,4.23,75.27,65.58,82.04,93.2,168.0,196.01,166.0,193.67,83631.0,97573.2,497.8,196.0,98.57,99.4,0.6,0.0,0.0,0.6,6.0,12.0,59.5,36.8,2322.5,1.76,68.0,1.1102485E7,98.81,0.0,3.57,129534.0,3.0,3.5,17.0,19.83,35.0,40.83,308.0,359.35,517.0,603.19,2444.0,2851.44,636.0,742.03,48.0,56.0,423.52,4252.66
cat515.0,cat7.0,17.0,52805.0,3.0,10098.0,2.98,0.79,98.28,0.68,0.98,14.43,25.95,11.43,6.43,0.0,0.0,44492.0,88.78,0.75,42.75,15.65,4.0,8.49,49259.0,17374.0,17407.0,16163.0,0.0,18983.0,13000.0,9671.0,399.0,3.98,3.87,12.3,30.6,5.47,71.49,31.79,19.71,13.0,36.56,6.48,27.19,9.64,8.09,3.36,85.76,84.25,93.53,83.3,61.44,69.56,69.0,0.97,478.0,9.0,18.2,22.59,24.69,0.43,0.86,1.07,1.17,94.15,0.45,5.3,4.19,2.96,3.16,2.37,79.72,0.95,31.5,3.0,120.0,96.58,74.68,0.0,25.83,1973.0,1.15,0.17,138600.0,166700.0,208700.0,70100.0,394.0,551.0,695.0,301.0,664.0,25.4,23.4,12.4,0.0,0.0,4.73,66.48,55.6,84.31,89.81,129.0,118.95,111.0,112.34,85393.0,135183.3,367.0,128.6,81.68,92.74,1.81,19.76,0.17,9.65,8.0,13.0,92.7,23.4,432.1,0.59,644.0,1.1688362E7,96.85,10.0,0.0,138001.09,1.0,9.55,0.0,0.0,0.0,0.0,21.0,200.63,55.0,525.46,119.0,1136.91,6.0,57.32,0.0,0.0,210.18,1719.69
cat516.0,cat1.0,23.0,19000.0,3.0,43548.0,2.92,2.23,88.14,9.06,2.86,13.54,25.63,12.2,8.2,43548.0,100.0,58769.0,87.61,0.45,60.97,20.27,2.69,15.05,64076.0,24467.0,25146.0,22207.0,20160.0,18839.0,15212.0,21944.0,987.0,2.27,4.17,11.99,40.94,3.86,70.02,17.06,28.05,7.58,41.88,4.55,28.36,7.2,5.9,3.26,89.38,87.69,96.75,86.79,55.0,67.74,166.0,0.57,6093.0,11.88,19.37,29.26,36.89,1.66,2.71,4.09,5.16,81.48,2.02,4.34,3.59,2.92,3.03,2.31,87.6,1.48,32.03,3.0,474.0,96.92,84.3,1.05,36.92,1968.0,0.23,0.41,147700.0,190400.0,242200.0,94500.0,604.0,684.0,872.0,268.0,731.0,25.9,22.5,14.1,7.0,0.0,13.99,46.97,62.42,78.8,85.19,91.0,200.56,82.0,180.72,20600.0,45401.5,226.4,200.6,72.23,69.05,1.59,1.59,0.0,3.17,2.0,10.0,1.1,22.8,1910.5,10.0,56.0,4682670.0,90.11,0.0,2.2,103203.9,0.0,0.0,11.0,24.24,18.0,39.67,40.0,88.16,213.0,469.44,1186.0,2613.89,101.0,222.6,7.0,15.43,152.07,3321.36
cat517.0,cat13.0,31.0,47600.0,3.0,72798.0,2.46,7.68,86.25,4.09,1.42,13.68,26.3,12.48,13.29,72798.0,100.0,23835.0,76.41,0.77,34.84,28.41,5.25,12.46,29812.0,12994.0,13767.0,7263.0,9949.0,9013.0,8158.0,7546.0,9869.0,13.8,9.81,26.71,16.74,5.61,61.01,27.68,21.16,20.72,23.72,12.11,23.94,14.93,13.61,3.02,74.27,71.7,81.56,79.91,64.31,69.15,1140.0,1.98,3010.0,15.55,27.51,44.68,69.27,0.64,1.14,1.85,2.86,93.79,1.44,4.12,2.77,2.41,2.58,2.18,63.19,3.37,53.52,2.0,3408.0,89.69,59.16,1.2,33.66,1964.0,10.03,0.4,35700.0,50600.0,74000.0,38300.0,190.0,246.0,314.0,124.0,315.0,23.8,17.3,12.6,19.0,5.0,4.13,58.02,48.19,75.69,83.69,129.0,118.95,111.0,112.34,85393.0,135183.3,367.0,128.6,81.68,92.74,1.81,19.76,0.17,9.65,8.0,13.0,92.7,48.4,1504.0,0.06,644.0,1.1688362E7,96.85,10.0,0.0,138001.09,4.0,5.3,66.0,87.51,62.0,82.21,389.0,515.77,963.0,1276.83,3956.0,5245.22,391.0,518.42,23.0,30.5,690.79,7070.97
